Ticket ID,Creation Timestamp,Channel,Category,Priority,Subject,Description
TID-E1F6F491,2024-01-24 20:20:00,Email,Account Management,High,How do I delete my account?,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'user@example.com'.
TID-A1A79E21,2024-02-05 15:15:00,API,Technical Issue,High,Unable to upload files - Permission Denied,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-B32136D1,2024-01-07 23:12:00,Web,Billing & Payment,Medium,Question about my latest invoice,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-357571D4,2024-01-04 04:54:00,API,Technical Issue,High,File export failing for large datasets,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-B655C879,2024-01-18 09:00:00,Email,Account Management,Medium,Unable to reset password,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.hire@example.org'?"
TID-D1049881,2024-01-16 00:51:00,Phone,Product Inquiry,Low,Do you offer training or webinars?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-36FA7AC1,2024-01-15 02:38:00,Web,Technical Issue,High,Website is loading very slowly,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-BBAB7A58,2024-02-18 06:43:00,Web,Product Inquiry,Low,Data retention policy clarification,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-79F86F5F,2024-02-11 16:48:00,Email,Billing & Payment,Medium,Question about my latest invoice,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-0476EC94,2024-01-15 04:05:00,Web,Technical Issue,Low,API returning 503 errors,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 08:00 AM. Clearing cache did not help.
TID-3812DD1F,2024-01-29 00:08:00,Web,General Feedback,Low,UI is confusing for new users,I think it would be great if you could add a dark mode to the UI. It would be much easier on the eyes.
TID-41D29088,2024-02-09 00:27:00,Web,Billing & Payment,Medium,Incorrect amount on invoice,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-8E43C509,2024-01-04 05:48:00,Email,Billing & Payment,Medium,Payment failed but my card was charged,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-2A94B870,2024-02-19 04:18:00,Phone,Technical Issue,Medium,Search functionality not returning all results,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-17F4D504,2024-02-02 00:00:00,Web,Technical Issue,High,API returning 503 errors,"I'm trying to export a report with 10000 rows to CSV, but it times out with the error 'ERR_FAILED'."
TID-60E8A794,2024-02-18 20:11:00,Email,Account Management,Low,How do I delete my account?,I've tried the 'Forgot Password' link several times for username 'test@example.org' but I'm not receiving the email. I checked my spam folder.
TID-1A5676C3,2024-01-22 00:56:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-E133FEB7,2024-01-08 14:15:00,Email,Product Inquiry,Low,Is there a mobile app?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-0F073397,2024-02-14 17:08:00,Phone,Billing & Payment,Medium,How to upgrade my subscription?,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-F83A9B84,2024-01-27 22:05:00,Email,Technical Issue,High,Dashboard widgets not refreshing,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-7003A93F,2024-02-25 23:00:00,Email,Account Management,Medium,Process for transferring account ownership,I've tried the 'Forgot Password' link several times for username 'user@example.com' but I'm not receiving the email. I checked my spam folder.
TID-B8BEA555,2024-01-26 01:27:00,API,Account Management,High,How do I delete my account?,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'demo_user@example.net'.
TID-03956BF5,2024-01-26 13:56:00,Phone,Billing & Payment,Low,Received fraud alert after payment,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-12052DE6,2024-01-23 05:15:00,Email,Technical Issue,High,File export failing for large datasets,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-892CB67D,2024-01-06 17:20:00,Web,Technical Issue,Medium,Error message when saving a new project,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-4B5C7BE6,2024-02-17 14:17:00,Web,Billing & Payment,Low,How to upgrade my subscription?,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'User License Overage'. Can you clarify?
TID-3B52FEBD,2024-02-15 05:24:00,Email,Account Management,Medium,Process for transferring account ownership,I need to update the primary email on my account from 'old.user@example.com' to 'new.hire@example.org'. What's the process?
TID-150864FB,2024-02-06 00:19:00,Email,Product Inquiry,Low,Do you offer training or webinars?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-830DC440,2024-01-12 03:08:00,Email,Technical Issue,Medium,Search functionality not returning all results,"When I try to access the analytics page page, it takes over a minute to load. Other sites are fine."
TID-23FC1F7D,2024-01-24 09:15:00,Email,Billing & Payment,High,Incorrect amount on invoice,I want to upgrade from the 'Pro' plan to the 'Enterprise' plan. How does proration work?
TID-5A03BAA2,2024-02-22 08:16:00,Email,Product Inquiry,Low,How to export data to PDF?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-2BE8417F,2024-01-22 11:41:00,Phone,Technical Issue,Low,File export failing for large datasets,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-7FEE95BD,2024-01-20 01:24:00,Email,Billing & Payment,Low,Question about my latest invoice,I want to upgrade from the 'Pro' plan to the 'Enterprise' plan. How does proration work?
TID-A911646A,2024-02-21 13:56:00,Email,Billing & Payment,High,Request for past invoices,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'User License Overage'. Can you clarify?
TID-0EFF5BB9,2024-02-04 21:20:00,Email,General Feedback,Low,App is much faster now,Just wanted to say that the new reporting dashboard you launched last month is fantastic! It's a huge improvement.
TID-945A7B7F,2024-01-15 04:48:00,Web,Technical Issue,Medium,Mobile app drains battery,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-A82E6B0F,2024-01-17 04:44:00,Phone,Technical Issue,Urgent,Dashboard widgets not refreshing,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-0CB94ECB,2024-01-25 03:24:00,Email,Account Management,High,Process for transferring account ownership,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.hire@example.org'?"
TID-CD92CE3C,2024-02-27 21:24:00,Email,Product Inquiry,Low,Is there a mobile app?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-046A2AC3,2024-02-12 13:55:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-C228C35B,2024-02-21 02:12:00,Phone,Technical Issue,High,Unable to upload files - Permission Denied,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-B61091D0,2024-02-11 04:54:00,Email,Technical Issue,High,Website is loading very slowly,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-49471409,2024-02-23 17:26:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-07FB7133,2024-02-24 07:12:00,Web,General Feedback,Low,Suggestion for a new feature,Just wanted to say that the new reporting dashboard you launched last month is fantastic! It's a huge improvement.
TID-DE897B87,2024-02-25 09:00:00,Web,Technical Issue,High,Website is loading very slowly,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-A3AD3F18,2024-01-26 21:51:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-005D2EE5,2024-02-20 12:20:00,Email,Technical Issue,Medium,Mobile app drains battery,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-FFB68A86,2024-02-01 12:06:00,API,Product Inquiry,Low,Is there a mobile app?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-E2692460,2024-02-21 03:44:00,Email,Technical Issue,Medium,File export failing for large datasets,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-158F5591,2024-01-09 10:20:00,API,Technical Issue,Low,File export failing for large datasets,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-06FCFCFC,2024-02-23 19:36:00,Email,Technical Issue,Medium,Application crashing on startup,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-A24CF203,2024-02-09 05:59:00,Phone,Technical Issue,Medium,Dashboard widgets not refreshing,"I'm trying to export a report with 50000 rows to CSV, but it times out with the error 'ERR_FAILED'."
TID-70D5EDC3,2024-02-20 22:20:00,Email,Technical Issue,High,Website is loading very slowly,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a CSV file. This started happening today."
TID-8C9DA3BC,2024-01-26 16:30:00,Email,Technical Issue,High,Mobile app drains battery,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-68F07562,2024-02-25 15:10:00,Phone,Technical Issue,High,Error message when saving a new project,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-2850EFFC,2024-01-31 20:00:00,Email,Account Management,Medium,Process for transferring account ownership,I've tried the 'Forgot Password' link several times for username 'user@example.com' but I'm not receiving the email. I checked my spam folder.
TID-B3102C91,2024-01-23 05:36:00,Phone,Account Management,Medium,How do I delete my account?,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-39503609,2024-01-27 08:03:00,Web,Billing & Payment,Low,Received fraud alert after payment,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-12461015,2024-01-11 01:26:00,Web,Account Management,Low,Process for transferring account ownership,I've tried the 'Forgot Password' link several times for username 'user@example.com' but I'm not receiving the email. I checked my spam folder.
TID-08767053,2024-02-28 01:15:00,Email,Billing & Payment,Medium,Incorrect amount on invoice,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-53F48A4F,2024-03-01 04:12:00,Web,Technical Issue,High,Application crashing on startup,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: macOS Sonoma.
TID-3F9D44F6,2024-01-30 00:52:00,Email,General Feedback,Low,UI is confusing for new users,The initial setup and onboarding tour was a bit overwhelming. It might be better to break it into smaller steps.
TID-6DCC4F7D,2024-02-28 19:12:00,API,General Feedback,Low,The onboarding process could be improved,Thank you for the recent performance updates. The application feels much more responsive now.
TID-183BF9A0,2024-01-23 22:56:00,Email,Technical Issue,High,Error message when saving a new project,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-18AE4B9A,2024-02-08 09:40:00,Email,General Feedback,Low,Suggestion for a new feature,The initial setup and onboarding tour was a bit overwhelming. It might be better to break it into smaller steps.
TID-73E9DC84,2024-02-19 06:15:00,Phone,Billing & Payment,Low,Question about my latest invoice,I want to upgrade from the 'Pro' plan to the 'Pro' plan. How does proration work?
TID-8189DBE8,2024-01-03 22:50:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-C0B52233,2024-03-03 07:00:00,Email,Technical Issue,High,Mobile app drains battery,"I'm trying to export a report with 50000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-BEF74AC4,2024-01-22 13:24:00,Email,Technical Issue,Medium,Website is loading very slowly,"When I try to access the analytics page page, it takes over a minute to load. Other sites are fine."
TID-E3D0C330,2024-02-20 01:00:00,Email,Technical Issue,Urgent,Unable to upload files - Permission Denied,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-021F4720,2024-01-26 18:14:00,Web,Technical Issue,Medium,File export failing for large datasets,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-AAAD0311,2024-01-06 13:30:00,Web,Technical Issue,High,Error message when saving a new project,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a CSV file. This started happening today."
TID-3C298672,2024-02-14 12:40:00,Email,Technical Issue,High,Unable to upload files - Permission Denied,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 08:00 AM. Clearing cache did not help.
TID-29466DCE,2024-01-14 09:05:00,Phone,Account Management,Low,User account locked,I need to update the primary email on my account from 'old.user@example.com' to 'new.user@example.com'. What's the process?
TID-4485DFE5,2024-01-06 01:30:00,Email,Billing & Payment,Medium,Incorrect amount on invoice,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'API Usage Fee'. Can you clarify?
TID-F3C6C94B,2024-01-22 18:11:00,Email,Product Inquiry,Low,Is there a mobile app?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-1F5F2008,2024-02-17 09:00:00,Email,Technical Issue,Low,Application crashing on startup,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-1C581013,2024-02-18 11:36:00,Email,Billing & Payment,High,Request for past invoices,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-C279C1AE,2024-02-26 22:12:00,Web,Technical Issue,Medium,Dashboard widgets not refreshing,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-2BCC677C,2024-02-20 04:25:00,Web,Billing & Payment,Medium,Question about my latest invoice,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-9C851B76,2024-02-18 16:12:00,Web,Technical Issue,Medium,Dashboard widgets not refreshing,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-94E5B823,2024-01-22 22:17:00,Phone,Technical Issue,Medium,Website is loading very slowly,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 08:00 AM. Clearing cache did not help.
TID-D4426358,2024-01-09 06:30:00,Email,Technical Issue,Medium,Application crashing on startup,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-D43547EB,2024-01-08 05:27:00,Web,Product Inquiry,Low,Do you offer training or webinars?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-4FE572EC,2024-02-26 07:40:00,Web,Technical Issue,Low,Dashboard widgets not refreshing,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-1D521B99,2024-02-26 09:26:00,Phone,Account Management,Medium,New user invitation link has expired,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-1674843B,2024-01-24 03:06:00,Web,General Feedback,Low,The onboarding process could be improved,Thank you for the recent performance updates. The application feels much more responsive now.
TID-080D32BB,2024-01-04 13:18:00,Web,General Feedback,Low,App is much faster now,"As a new user, I found the settings menu difficult to navigate. The icons weren't very intuitive."
TID-0CFE4454,2024-02-14 09:52:00,Web,Technical Issue,Medium,Error message when saving a new project,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-96B62E69,2024-01-18 09:00:00,Web,Billing & Payment,High,Incorrect amount on invoice,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-CE170FCD,2024-02-06 00:22:00,Web,Billing & Payment,High,How to upgrade my subscription?,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-9A0933FF,2024-01-04 13:42:00,Web,Technical Issue,Medium,Dashboard widgets not refreshing,"I'm trying to export a report with 50000 rows to CSV, but it times out with the error '500_INTERNAL_SERVER_ERROR'."
TID-EE29EC96,2024-01-16 07:24:00,Phone,Product Inquiry,Low,Integration with third-party calendar apps,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-BA0447E9,2024-02-15 05:36:00,Web,Technical Issue,High,File export failing for large datasets,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 12:00 PM. Clearing cache did not help.
TID-82C53691,2024-02-25 23:40:00,Web,Product Inquiry,Low,Is it possible to customize report templates?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-86D4AFBB,2024-02-11 01:36:00,Email,Account Management,Medium,How do I delete my account?,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-4823A0FC,2024-01-08 21:08:00,Email,Technical Issue,High,Application crashing on startup,"I'm trying to export a report with 10000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-A2D7D260,2024-02-21 21:48:00,Web,Technical Issue,Medium,File export failing for large datasets,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: macOS Sonoma.
TID-97822D60,2024-02-14 23:42:00,Phone,Technical Issue,Medium,Unable to upload files - Permission Denied,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-0BA0DB93,2024-02-07 12:15:00,Web,Account Management,Medium,How do I delete my account?,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-490C52E9,2024-02-25 08:12:00,Email,Technical Issue,High,Website is loading very slowly,"I'm trying to export a report with 50000 rows to CSV, but it times out with the error '500_INTERNAL_SERVER_ERROR'."
TID-1856E952,2024-02-06 12:39:00,Web,Account Management,Medium,Unable to reset password,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.hire@example.org'?"
TID-D41947A8,2024-01-10 00:28:00,Email,Technical Issue,Low,Search functionality not returning all results,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-74367C91,2024-02-05 12:55:00,Web,Account Management,Low,How do I delete my account?,I need to update the primary email on my account from 'former.employee@example.org' to 'new.hire@example.org'. What's the process?
TID-9E5D9682,2024-01-18 04:00:00,Email,Technical Issue,Medium,Application crashing on startup,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a PDF file. This started happening today."
TID-481AF8C2,2024-01-06 19:10:00,Email,Technical Issue,High,File export failing for large datasets,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a PDF file. This started happening today."
TID-D830EC29,2024-01-19 20:08:00,Email,Technical Issue,Medium,Application crashing on startup,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-77F075B5,2024-02-18 05:24:00,Email,Technical Issue,High,Unable to upload files - Permission Denied,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-02406B45,2024-02-08 11:40:00,Phone,Billing & Payment,High,Incorrect amount on invoice,I want to upgrade from the 'Basic' plan to the 'Enterprise' plan. How does proration work?
TID-EB58F00C,2024-01-10 15:25:00,Phone,Account Management,Medium,Unable to reset password,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'user@example.com'.
TID-0F5D989F,2024-03-06 07:54:00,Web,Billing & Payment,Medium,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-38BCA267,2024-02-17 09:02:00,Web,Technical Issue,High,Dashboard widgets not refreshing,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-509C5E11,2024-01-15 14:28:00,Web,Billing & Payment,Medium,Received fraud alert after payment,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-C6E4DE4A,2024-01-08 11:57:00,Email,Billing & Payment,Low,Received fraud alert after payment,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-22F837B1,2024-02-15 21:50:00,Web,Account Management,Medium,How do I delete my account?,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-2E2CDC5A,2024-02-10 11:23:00,Email,Billing & Payment,Low,Received fraud alert after payment,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-04382CBF,2024-03-04 01:48:00,Web,Technical Issue,Medium,Website is loading very slowly,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: macOS Sonoma.
TID-3EC3AE65,2024-01-17 21:30:00,Web,Billing & Payment,High,Received fraud alert after payment,I want to upgrade from the 'Standard' plan to the 'Pro' plan. How does proration work?
TID-F174BA21,2024-02-04 13:28:00,Web,Technical Issue,Medium,Mobile app drains battery,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-D296B748,2024-01-27 21:00:00,Email,Billing & Payment,High,How to upgrade my subscription?,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-AB3EC491,2024-02-19 13:44:00,Email,Technical Issue,Urgent,Mobile app drains battery,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-7666F8B1,2024-02-18 12:39:00,Web,Technical Issue,High,Application crashing on startup,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-9F0E152F,2024-02-12 11:48:00,Web,Technical Issue,Low,Mobile app drains battery,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 12:00 PM. Clearing cache did not help.
TID-FDA5B2AD,2024-02-15 07:39:00,Email,Technical Issue,High,Search functionality not returning all results,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-FF7FB254,2024-01-28 01:00:00,Email,Billing & Payment,Medium,Request for past invoices,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-6A0B3687,2024-03-03 16:12:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-3338CA50,2024-01-10 06:52:00,Email,Product Inquiry,Low,Is there a mobile app?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-64BA4D62,2024-01-04 17:18:00,API,Billing & Payment,Medium,Received fraud alert after payment,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-12C02329,2024-01-23 03:36:00,Email,Account Management,Medium,How do I delete my account?,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-0FE3A49A,2024-02-21 19:20:00,Phone,Technical Issue,Medium,Search functionality not returning all results,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-87270EE3,2024-02-17 09:24:00,Email,Technical Issue,Urgent,Dashboard widgets not refreshing,"I'm trying to export a report with 100000 rows to CSV, but it times out with the error '500_INTERNAL_SERVER_ERROR'."
TID-E2A903D0,2024-02-18 00:15:00,Email,Technical Issue,Urgent,Error message when saving a new project,"I'm trying to export a report with 50000 rows to CSV, but it times out with the error 'ERR_FAILED'."
TID-B6D42717,2024-02-23 16:20:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-0809EBD8,2024-03-08 19:00:00,Email,Technical Issue,Urgent,File export failing for large datasets,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-5D0C6985,2024-02-24 22:30:00,Phone,Technical Issue,High,Search functionality not returning all results,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-066DBC36,2024-01-04 04:35:00,Email,Technical Issue,High,Website is loading very slowly,"I'm trying to export a report with 10000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-634E9499,2024-01-04 04:40:00,Web,Technical Issue,Low,Application crashing on startup,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-1CCFD8C1,2024-02-17 19:12:00,Phone,General Feedback,Low,UI is confusing for new users,I think it would be great if you could add a dark mode to the UI. It would be much easier on the eyes.
TID-4C527650,2024-02-26 21:40:00,Phone,General Feedback,Low,Suggestion for a new feature,I think it would be great if you could add a dark mode to the UI. It would be much easier on the eyes.
TID-97B7209D,2024-01-10 23:55:00,Phone,Account Management,Medium,User account locked,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'user@example.com'.
TID-FAC36FF7,2024-01-26 21:00:00,Email,Technical Issue,High,Unable to upload files - Permission Denied,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-BF6028DD,2024-01-09 07:38:00,Web,Technical Issue,Urgent,Search functionality not returning all results,"I'm trying to export a report with 100000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-A99F8AA7,2024-02-25 11:26:00,Phone,Account Management,Medium,New user invitation link has expired,I've tried the 'Forgot Password' link several times for username 'test@example.org' but I'm not receiving the email. I checked my spam folder.
TID-EDCD9088,2024-02-02 19:03:00,Web,Technical Issue,Medium,Unable to upload files - Permission Denied,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-DB7ADBB4,2024-03-02 07:20:00,Phone,Account Management,Medium,User account locked,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-CA0E6B3D,2024-03-09 19:00:00,Email,Technical Issue,High,API returning 503 errors,"When I try to access the reporting tool page, it takes over a minute to load. Other sites are fine."
TID-BB7A8E83,2024-03-09 21:00:00,Email,Technical Issue,Medium,Error message when saving a new project,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-ACBF7161,2024-01-29 22:50:00,Web,Billing & Payment,High,Payment failed but my card was charged,I want to upgrade from the 'Basic' plan to the 'Enterprise' plan. How does proration work?
TID-B707BD39,2024-02-10 10:20:00,API,Technical Issue,Medium,Search functionality not returning all results,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-43C6A43A,2024-01-08 06:00:00,Phone,Product Inquiry,Low,Is there a mobile app?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-665A2125,2024-01-14 13:38:00,Web,Account Management,Medium,Unable to reset password,I've tried the 'Forgot Password' link several times for username 'test@example.org' but I'm not receiving the email. I checked my spam folder.
TID-41251CB5,2024-03-09 17:13:00,Email,Technical Issue,Medium,Dashboard widgets not refreshing,"When I try to access the reporting tool page, it takes over a minute to load. Other sites are fine."
TID-DBA34110,2024-03-09 05:24:00,Email,Technical Issue,Medium,Mobile app drains battery,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-51A6F064,2024-02-05 11:49:00,Web,Product Inquiry,Low,Is there a mobile app?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-455D997C,2024-02-26 20:40:00,Web,Billing & Payment,Medium,Payment failed but my card was charged,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-0CB3EF03,2024-01-16 22:57:00,Email,Technical Issue,Urgent,File export failing for large datasets,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-0EB6FDDA,2024-03-02 14:52:00,Email,Technical Issue,Urgent,Website is loading very slowly,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-AD553741,2024-03-07 21:35:00,Email,Technical Issue,Low,Unable to upload files - Permission Denied,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-E150DDB8,2024-03-03 22:12:00,Phone,Account Management,Medium,Unable to reset password,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'test@example.org'.
TID-FF684702,2024-03-04 00:00:00,Email,Technical Issue,High,Website is loading very slowly,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-B0CCFEDA,2024-01-25 04:16:00,Web,Product Inquiry,Low,How to export data to PDF?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-DC5953B6,2024-01-20 13:21:00,Email,Technical Issue,Urgent,Dashboard widgets not refreshing,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-AB72835E,2024-02-09 22:44:00,Email,Product Inquiry,Low,How to export data to PDF?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
